35361     ,  5872400728949.5,       6535,   83886075, fffff, 50081, fff00, 50000, 17c07, 03a91, 0549a, 176ec, 1423a, 1754a, 00007, 1ffff, 00001, 00001, 1ff44, 01110, 00001, 00001, 00001, 000ce, 00001, 00001, 15e62, 09901, 00001, 0871f, 1f000, 08bc4, 06001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
42377     ,  5888852725051.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42378     ,  5888852783050.0,       6455,   83886075, fffff, 430fe, fff00, 43001, 00281, 1f569, 00001, 1fdad, 00001, 0088d, 0013a, 0000e, 00001, 00001, 00001, 00040, 17007, 03c32, 00001, 00001, 00008, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff
42379     ,  5888853463014.5,       6490,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42380     ,  5888853523012.0,       6490,   83886075, fffff, 5184d, fffff, 51001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42381     ,  5888853703010.0,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42382     ,  5888868291946.5,   83886075,   83886075, fffff, 58043, fffff, fffff, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42383     ,  5888868369986.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42384     ,  5888868427986.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42385     ,  5888868485986.0,       6525,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0d88c, 00b8b, 0a001, 00a19, 0a001, 1fff0, 00001, 1e397, 008db, 00187, 1e397, 1e397, 00100, 00141, 1f7c1, 0650e, 19e01, 00001, 00001, 04e8c, 1b800, 1ff0c, 009a7, 0077d, 00001, 00812, 0d88c, 1fcd1, 00169, 0037f, fffff
42386     ,  5888869166046.5,       6465,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007af, 00ff4, 00fad, 016b7, 02996, 01fff, 00269, 0000d, 000da, 00049, 003a1, 01245, 006cb, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42387     ,  5888883916878.5,   83886075,   83886075, fffff, 588be, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42388     ,  5888883974916.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42389     ,  5888884032916.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42390     ,  5888884090956.0,       6455,   83886075, fffff, 4c88e, fffff, 4c001, 00ef9, 02377, 025a3, 025ff, 006cb, 0071e, 0f93e, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42391     ,  5888899541808.5,   83886075,   83886075, fffff, 588c3, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42392     ,  5888899599848.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42393     ,  5888899657848.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42394     ,  5888899715847.5,       6475,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0dc36, 00b8b, 1a000, 00a16, 16000, 1fff3, 06001, 1e39e, 008d4, 00188, 1e39e, 1e39e, 00100, 00141, 1f7c1, 0650e, 19c00, 00001, 00001, 04e8c, 1bc01, 1ff0c, 009a7, 0077d, 00001, 00812, 0dc36, 1fc48, 0013a, 00379, fffff
42395     ,  5888900395812.5,       6515,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bfa, 00bfa, 03d56, 01c7e, 07408, 0000b, 00001, 0038f, 16aee, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42396     ,  5888900655906.0,       6515,   83886075, fffff, 50081, fff00, 50000, 17c07, 03c37, 1c261, 07831, 066f8, 175ce, 00008, 1ffff, 00001, 00001, 1fefb, 010f0, 00400, 00001, 00001, 000d0, 00001, 00001, 05a29, 09902, 00001, 0871f, 1a000, 08bc7, 14001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
42397     ,  5888901355901.5,       6520,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42398     ,  5888901535903.5,       6505,       6520, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42399     ,  5888915166739.0,   83886075,   83886075, fffff, 580ba, fffff, fffff, 00200, 0d4e3, 00b88, 18100, 00a19, 1df40, 1fff0, 17efa, 1e389, 008e1, 00181, 1e389, 1e389, 00100, 00141, 00841, 0650e, 1a401, 00001, 00001, 04e8c, 1b800, 15201, 04000, 0077d, 00001, 00001, 00001, 00100, fffff, fffff, fffff
42400     ,  5888915804776.5,   83886075,   83886075, fffff, 58103, fffff, fffff, 01000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42401     ,  5888915882776.0,   83886075,   83886075, fffff, 58913, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42402     ,  5888915940776.0,   83886075,   83886075, fffff, 58983, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42403     ,  5888915998776.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42404     ,  5888916056771.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42405     ,  5888916114777.5,       6455,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42406     ,  5888916174737.5,       6505,       6495, 48858, 46058, 46001, 48000, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42407     ,  5888916519236.5,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42408     ,  5888930791666.0,   83886075,   83886075, fffff, 58142, fffff, fffff, 01000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42409     ,  5888930869709.5,   83886075,   83886075, fffff, 58957, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42410     ,  5888930927709.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42411     ,  5888930985709.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42412     ,  5888931043709.0,       6525,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0dfde, 00b8d, 0a001, 00a16, 02000, 1fff3, 0a001, 1e3a4, 008cc, 00188, 1e3a4, 1e3a4, 00100, 00141, 1f7c1, 0650e, 19a00, 00001, 00001, 04e8c, 1be00, 1ff0c, 009a7, 0077d, 00001, 00812, 0dfde, 1fbea, 00076, 00375, fffff
42413     ,  5888931723769.5,       6470,   83886075, fffff, 4e8a2, fffff, 4e000, 01886, 0000b, 00001, 00001, 021dc, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 0a884, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42414     ,  5888932123772.5,       6470,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007af, 00ff4, 00ffe, 01708, 02996, 01fff, 00260, 0000d, 000e9, 00031, 003a7, 01254, 006cd, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42415     ,  5888946416601.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42416     ,  5888946474641.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42417     ,  5888946532681.0,       6455,   83886075, fffff, 4c88e, fffff, 4c001, 00ef9, 02377, 025a3, 025ff, 006cb, 0071e, 0f93e, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42418     ,  5888962041532.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42419     ,  5888962099571.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42420     ,  5888962157572.0,       6475,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0e388, 00b8d, 1c000, 00a15, 0e000, 1fff3, 12001, 1e3ab, 008c5, 00188, 1e3ab, 1e3ab, 00100, 00141, 1f780, 0650e, 19600, 00001, 00001, 04e8c, 1c201, 1ff0c, 009a7, 0077d, 00001, 00812, 0e388, 1fbae, 0005b, 00370, fffff
42421     ,  5888962837531.0,       6515,   83886075, fffff, 4d0d4, fff00, 4d000, 10000, 00bfa, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42422     ,  5888963097529.0,       6520,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bfa, 00bfa, 03d56, 01c7e, 07408, 0000b, 00001, 0038f, 16afa, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42423     ,  5888963357628.5,       6520,   83886075, fffff, 50081, fff00, 50000, 17c07, 03c38, 00f70, 1782e, 12459, 17615, 00008, 1ffff, 00001, 00001, 1fec7, 010eb, 00400, 00001, 00001, 000d0, 00001, 00001, 05b87, 09902, 00001, 0871f, 1a000, 08bc7, 14001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
42424     ,  5888964057624.5,   83886075,   83886075, fffff, 45067, fffff, fffff, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007af, 00ff4, 00ffe, 01708, 02996, 01fff, 00260, 0000d, 000e9, 00031, 003a7, 01254, 006cd, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42425     ,  5888964515726.5,       6500,       6485, 4c84d, 4204d, 42000, 4c001, 001af, 001af, 1b376, 01df2, 00224, 00002, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42426     ,  5888964720221.5,       6525,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42427     ,  5888964900223.5,       6505,       6525, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42428     ,  5888977666463.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42429     ,  5888977724502.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42430     ,  5888977782503.5,       6450,   83886075, fffff, 430fe, fff00, 43001, 00281, 1f648, 00001, 1fc99, 1ffff, 00d47, 00139, 00004, 00001, 00001, 00001, 00040, 17007, 03c37, 00001, 00001, 00008, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff
42431     ,  5888978462462.0,       6490,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42432     ,  5888978522455.0,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42433     ,  5888993291392.0,   83886075,   83886075, fffff, 58043, fffff, fffff, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42434     ,  5888993369434.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42435     ,  5888993427434.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42436     ,  5888993485434.0,       6525,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0e732, 00b8e, 0c001, 00a13, 1a000, 1fff3, 16000, 1e3b0, 008bd, 00187, 1e3b0, 1e3b0, 00100, 00141, 1f7c1, 0650e, 19401, 00001, 00001, 04e8c, 1c600, 1ff0c, 009a7, 0077d, 00001, 00812, 0e732, 1fb89, 1ffd7, 0036d, fffff
42437     ,  5888994165493.5,       6465,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007af, 00ff4, 010a3, 0175b, 02a1e, 01fff, 00288, 0000d, 000e5, 0001a, 003a4, 0124f, 006c2, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42438     ,  5888994605493.5,       6470,   83886075, fffff, 51882, fffff, 51001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42439     ,  5888994685493.5,       6470,   83886075, fffff, 518c3, fffff, 51001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42440     ,  5889008916320.0,   83886075,   83886075, fffff, 588be, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42441     ,  5889008974364.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42442     ,  5889009032363.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42443     ,  5889009090404.5,       6460,   83886075, fffff, 4c88e, fffff, 4c001, 00ef9, 02377, 025a3, 025ff, 006bc, 0071e, 0f93e, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42444     ,  5889024541256.0,   83886075,   83886075, fffff, 588c3, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42445     ,  5889024599296.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42446     ,  5889024657296.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42447     ,  5889024715296.5,       6475,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0ec14, 00b90, 04000, 00a13, 00001, 1fff3, 00001, 1e3ba, 008b1, 00182, 1e3ba, 1e3ba, 00100, 00141, 1f7c1, 0650e, 19000, 00001, 00001, 04e8c, 1ca00, 1ff0c, 009a7, 0077d, 00001, 00812, 0ec14, 1fb70, 1ff71, 00367, fffff
42448     ,  5889025395356.0,       6515,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bfa, 00bfa, 03d56, 01c7e, 07408, 0000b, 00001, 0038f, 16b0b, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42449     ,  5889025655354.5,       6520,   83886075, fffff, 50081, fff00, 50000, 17c07, 03c38, 00f70, 1782e, 12459, 17615, 00008, 1ffff, 00001, 00001, 1fec7, 010eb, 00400, 00001, 00001, 000d0, 00001, 00001, 05b87, 09902, 00001, 0871f, 1a000, 08bc7, 14001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
42450     ,  5889026355349.0,       6525,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42451     ,  5889026535351.5,       6505,       6520, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42452     ,  5889040166186.5,   83886075,   83886075, fffff, 580ba, fffff, fffff, 00200, 0e388, 00b8d, 1c081, 00a15, 0df41, 1fff3, 120c4, 1e3a8, 008c0, 00188, 1e3a8, 1e3a8, 00100, 00141, 00881, 0650e, 19401, 00001, 00001, 04e8c, 1c000, 15201, 04000, 0077d, 00001, 00001, 00001, 00100, fffff, fffff, fffff
42453     ,  5889040804224.5,   83886075,   83886075, fffff, 58103, fffff, fffff, 02000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42454     ,  5889040882224.0,   83886075,   83886075, fffff, 58913, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42455     ,  5889040940224.0,   83886075,   83886075, fffff, 58983, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
